location,location_code,geographic_level,time_period,data_type,institution_group,level_methodology,cohort_level_group,characteristic,all_unknown,all_notsust,cohort,appren,education,all_work
Reading,E06000038,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,25,41,665,29,447,123
Reading,E06000038,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,30,44,674,36,447,117
Reading,E06000038,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,5,3,25,1,8,8
Reading,E06000038,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,1,3,17,3,3,7
Reading,E06000038,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,24,38,632,32,436,102
Slough,E06000039,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,126,214,2010,125,1131,414
Slough,E06000039,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,55,60,298,28,63,92
Slough,E06000039,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,31,64,327,37,97,98
Slough,E06000039,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,40,90,1385,60,971,224
Slough,E06000039,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,163,306,2555,177,1390,519
Slough,E06000039,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,58,89,361,39,90,85
Slough,E06000039,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,39,67,398,42,132,118
Slough,E06000039,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,66,150,1796,96,1168,316
Slough,E06000039,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,159,271,2519,135,1432,522
Slough,E06000039,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,69,99,391,32,96,95
Slough,E06000039,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,33,51,303,33,110,76
Slough,E06000039,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,57,121,1825,70,1226,351
Southampton,E06000045,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,125,275,1995,194,732,669
Southampton,E06000045,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,46,85,319,53,46,89
Southampton,E06000045,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,32,78,383,51,75,147
Southampton,E06000045,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,47,112,1293,90,611,433
Southampton,E06000045,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,137,284,1950,156,731,642
Southampton,E06000045,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,32,98,290,36,35,89
Southampton,E06000045,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,26,78,445,54,118,169
Southampton,E06000045,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,79,108,1215,66,578,384
Southampton,E06000045,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,156,302,1832,174,634,566
Southampton,E06000045,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,55,105,374,50,61,103
Southampton,E06000045,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,32,91,374,60,72,119
Southampton,E06000045,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,69,106,1084,64,501,344
Surrey,E10000030,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,614,1174,10998,744,5009,3457
Surrey,E10000030,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,194,278,1128,142,160,354
Surrey,E10000030,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,98,204,1157,182,225,448
Surrey,E10000030,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,322,692,8713,420,4624,2655
Surrey,E10000030,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,675,1239,11196,746,5048,3488
Surrey,E10000030,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,215,330,1268,150,223,350
Surrey,E10000030,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,142,315,1905,224,492,732
Surrey,E10000030,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,318,594,8023,372,4333,2406
Surrey,E10000030,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,597,1162,10683,672,4905,3347
Surrey,E10000030,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,186,315,1286,164,233,388
Surrey,E10000030,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,85,219,1288,181,328,475
Surrey,E10000030,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,326,628,8109,327,4344,2484
West Berkshire,E06000037,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,60,115,1480,154,648,503
West Berkshire,E06000037,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,22,34,148,28,9,55
West Berkshire,E06000037,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,4,14,122,27,17,60
West Berkshire,E06000037,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,34,67,1210,99,622,388
West Berkshire,E06000037,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,43,129,1424,114,704,434
West Berkshire,E06000037,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,9,40,131,15,15,52
West Berkshire,E06000037,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,10,17,134,19,32,56
West Berkshire,E06000037,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,24,72,1159,80,657,326
West Berkshire,E06000037,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,47,138,1331,113,590,443
West Berkshire,E06000037,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,12,35,139,19,23,50
West Berkshire,E06000037,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,11,24,137,14,35,53
West Berkshire,E06000037,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,24,79,1055,80,532,340
West Sussex,E10000032,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,465,887,7610,586,3140,2532
West Sussex,E10000032,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,153,288,1075,104,193,337
West Sussex,E10000032,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,96,208,1226,166,248,508
West Sussex,E10000032,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,216,391,5309,316,2699,1687
West Sussex,E10000032,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,494,953,8023,591,3411,2574
West Sussex,E10000032,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,154,321,1220,127,247,371
West Sussex,E10000032,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,128,254,1694,179,562,571
West Sussex,E10000032,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,212,378,5109,285,2602,1632
