"geogConcat","metric","breakdown","subgroup","chartPeriod","timePeriod","latest","valueText","value"
"Gloucestershire LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0175567746960952",0.0175567746960952
"Gloucestershire LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0229314401877785",0.0229314401877785
"Gloucestershire LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0250640468616019",0.0250640468616019
"Gloucestershire LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0322663477284753",0.0322663477284753
"Gloucestershire LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0320687253071799",0.0320687253071799
"Gloucestershire LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0341565099680381",0.0341565099680381
"Gloucestershire LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0378521994771481",0.0378521994771481
"Gloucestershire LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0362326275418585",0.0362326275418585
"Greater Birmingham and Solihull LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0124411273381415",0.0124411273381415
"Greater Birmingham and Solihull LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0183610428586403",0.0183610428586403
"Greater Birmingham and Solihull LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0264465074119582",0.0264465074119582
"Greater Birmingham and Solihull LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0257958301423449",0.0257958301423449
"Greater Birmingham and Solihull LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0302743358290043",0.0302743358290043
"Greater Birmingham and Solihull LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0297503478794534",0.0297503478794534
"Greater Birmingham and Solihull LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0324800135447716",0.0324800135447716
"Greater Birmingham and Solihull LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0361039323299082",0.0361039323299082
"Greater Birmingham and Solihull LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0349575451068267",0.0349575451068267
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0140286698924008",0.0140286698924008
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0194234973997989",0.0194234973997989
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0238914922372839",0.0238914922372839
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.027884157425915",0.027884157425915
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0298928073202778",0.0298928073202778
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.029633975633973",0.029633975633973
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0313986470051151",0.0313986470051151
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0358222495476195",0.0358222495476195
"Greater Cambridge and Greater Peterborough LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0341706147389722",0.0341706147389722
"Greater Lincolnshire LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0167594454117428",0.0167594454117428
"Greater Lincolnshire LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0183328817523518",0.0183328817523518
"Greater Lincolnshire LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0230938094757631",0.0230938094757631
"Greater Lincolnshire LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0257098291933762",0.0257098291933762
"Greater Lincolnshire LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0309215678409287",0.0309215678409287
"Greater Lincolnshire LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0309011145209568",0.0309011145209568
"Greater Lincolnshire LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0338362970851827",0.0338362970851827
"Greater Lincolnshire LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0323833801408524",0.0323833801408524
"Greater Lincolnshire LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0313161686396952",0.0313161686396952
"Greater Manchester LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0164430430918656",0.0164430430918656
"Greater Manchester LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0188858390733515",0.0188858390733515
"Greater Manchester LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.023924586692345",0.023924586692345
"Greater Manchester LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0250579342003967",0.0250579342003967
"Greater Manchester LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.031118098537716",0.031118098537716
"Greater Manchester LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0305158858412844",0.0305158858412844
"Greater Manchester LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0331559672138937",0.0331559672138937
"Greater Manchester LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0350025923495167",0.0350025923495167
"Greater Manchester LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0333127216522273",0.0333127216522273
"Heart of the South West LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0143735435549179",0.0143735435549179
"Heart of the South West LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0175669448044213",0.0175669448044213
"Heart of the South West LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0229753599157405",0.0229753599157405
"Heart of the South West LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0252792444280709",0.0252792444280709
"Heart of the South West LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0326517465148874",0.0326517465148874
"Heart of the South West LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0318188474136714",0.0318188474136714
"Heart of the South West LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0344051527401306",0.0344051527401306
"Heart of the South West LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0377095675017756",0.0377095675017756
"Heart of the South West LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0360554228164065",0.0360554228164065
"Hertfordshire LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0138177914435251",0.0138177914435251
"Hertfordshire LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0199060186871778",0.0199060186871778
"Hertfordshire LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0240186970624716",0.0240186970624716
"Hertfordshire LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0274698424088149",0.0274698424088149
"Hertfordshire LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0301171823952704",0.0301171823952704
"Hertfordshire LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0300550429316868",0.0300550429316868
"Hertfordshire LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0313343036716747",0.0313343036716747
"Hertfordshire LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0360063900004846",0.0360063900004846
"Hertfordshire LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0342480097552305",0.0342480097552305
"Hull and East Yorkshire LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0146274833644948",0.0146274833644948
"Hull and East Yorkshire LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0177347154340994",0.0177347154340994
"Hull and East Yorkshire LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0211175604471412",0.0211175604471412
"Hull and East Yorkshire LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0248565199570934",0.0248565199570934
"Hull and East Yorkshire LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0321038809653753",0.0321038809653753
"Hull and East Yorkshire LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0312120419528801",0.0312120419528801
"Hull and East Yorkshire LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0337901300869905",0.0337901300869905
"Hull and East Yorkshire LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0405194064113505",0.0405194064113505
"Hull and East Yorkshire LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0385510784887337",0.0385510784887337
"Lancashire LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0160053443008326",0.0160053443008326
"Lancashire LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0186279757038117",0.0186279757038117
"Lancashire LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0238699083209573",0.0238699083209573
"Lancashire LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0251803737607059",0.0251803737607059
"Lancashire LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.030941593235587",0.030941593235587
"Lancashire LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0301736109787112",0.0301736109787112
"Lancashire LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0335888877170512",0.0335888877170512
"Lancashire LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0352128789396695",0.0352128789396695
"Lancashire LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0335555970343107",0.0335555970343107
"Leeds City Region LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0149141295376332",0.0149141295376332
"Leeds City Region LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0177240848123694",0.0177240848123694
"Leeds City Region LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0211540160523247",0.0211540160523247
"Leeds City Region LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.024979639475883",0.024979639475883
"Leeds City Region LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0321476023490739",0.0321476023490739
"Leeds City Region LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0311921245333977",0.0311921245333977
"Leeds City Region LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0335447201623886",0.0335447201623886
"Leeds City Region LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0405182767447698",0.0405182767447698
"Leeds City Region LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0384998524495381",0.0384998524495381
"Leicester and Leicestershire LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0168953323773593",0.0168953323773593
"Leicester and Leicestershire LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0183177617012806",0.0183177617012806
"Leicester and Leicestershire LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0228627701566533",0.0228627701566533
"Leicester and Leicestershire LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0255377116221751",0.0255377116221751
"Leicester and Leicestershire LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0305730580961068",0.0305730580961068
"Leicester and Leicestershire LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0311330010310433",0.0311330010310433
"Leicester and Leicestershire LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.03317952870624",0.03317952870624
"Leicester and Leicestershire LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0322812092193661",0.0322812092193661
"Leicester and Leicestershire LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0310947160740584",0.0310947160740584
"Liverpool City Region LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0162927442493686",0.0162927442493686
"Liverpool City Region LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.018784623031453",0.018784623031453
"Liverpool City Region LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0240523564613524",0.0240523564613524
"Liverpool City Region LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0255714380208869",0.0255714380208869
"Liverpool City Region LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0314853556380197",0.0314853556380197
"Liverpool City Region LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0299171011180916",0.0299171011180916
"Liverpool City Region LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.033622442189194",0.033622442189194
"Liverpool City Region LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0351349916575059",0.0351349916575059
"Liverpool City Region LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0336060080244951",0.0336060080244951
"London LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0126960153082678",0.0126960153082678
"London LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0162050984325706",0.0162050984325706
"London LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0195538667331592",0.0195538667331592
"London LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0206152034547917",0.0206152034547917
"London LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0287662900960197",0.0287662900960197
"London LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0277832135853269",0.0277832135853269
"London LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0282568616037513",0.0282568616037513
"London LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0390334989409358",0.0390334989409358
"London LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0380399917381924",0.0380399917381924
"New Anglia LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0135838172976859",0.0135838172976859
"New Anglia LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0194933933840482",0.0194933933840482
"New Anglia LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0240178532894799",0.0240178532894799
"New Anglia LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0278629472703855",0.0278629472703855
"New Anglia LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0303709962704537",0.0303709962704537
"New Anglia LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0297174150820636",0.0297174150820636
"New Anglia LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0320739461409287",0.0320739461409287
"New Anglia LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0362765693598612",0.0362765693598612
"New Anglia LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0347202720066488",0.0347202720066488
"North East LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0162179053636795",0.0162179053636795
"North East LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0188620484173116",0.0188620484173116
"North East LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0231226821080643",0.0231226821080643
"North East LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0258139643856989",0.0258139643856989
"North East LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.031541656095837",0.031541656095837
"North East LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0299553897456948",0.0299553897456948
"North East LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0351305361081098",0.0351305361081098
"North East LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0356946569572092",0.0356946569572092
"North East LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0348909747436605",0.0348909747436605
"Oxfordshire LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0164381120067001",0.0164381120067001
"Oxfordshire LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0188540446033971",0.0188540446033971
"Oxfordshire LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0228523324785213",0.0228523324785213
"Oxfordshire LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0252054670441226",0.0252054670441226
"Oxfordshire LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0299186727552114",0.0299186727552114
"Oxfordshire LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0295999811684973",0.0295999811684973
"Oxfordshire LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0316164577287048",0.0316164577287048
"Oxfordshire LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0333192730628056",0.0333192730628056
"Oxfordshire LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0315696287077474",0.0315696287077474
"Sheffield City Region LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0147721218759167",0.0147721218759167
"Sheffield City Region LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0176596542152256",0.0176596542152256
"Sheffield City Region LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0212364883470821",0.0212364883470821
"Sheffield City Region LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0253626088471559",0.0253626088471559
"Sheffield City Region LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0322762698296677",0.0322762698296677
"Sheffield City Region LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.03096075781331",0.03096075781331
"Sheffield City Region LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.033861433848609",0.033861433848609
"Sheffield City Region LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.040547922378007",0.040547922378007
"Sheffield City Region LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0386532811801077",0.0386532811801077
"Solent LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0159284805056514",0.0159284805056514
"Solent LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0188134356371559",0.0188134356371559
"Solent LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0228370983072226",0.0228370983072226
"Solent LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.024998726485465",0.024998726485465
"Solent LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0298292962239297",0.0298292962239297
"Solent LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0294733734114487",0.0294733734114487
"Solent LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0318757573012922",0.0318757573012922
"Solent LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0333933601704965",0.0333933601704965
"Solent LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0318261352117428",0.0318261352117428
"South East LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0159422912380613",0.0159422912380613
"South East LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.019153788844791",0.019153788844791
"South East LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0231738852512891",0.0231738852512891
"South East LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0252166004384098",0.0252166004384098
"South East LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0303363629138762",0.0303363629138762
"South East LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0299276197090159",0.0299276197090159
"South East LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0321544799936215",0.0321544799936215
"South East LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0336552680788207",0.0336552680788207
"South East LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0322278904402553",0.0322278904402553
"South East Midlands LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0170262703317487",0.0170262703317487
"South East Midlands LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0187826893471215",0.0187826893471215
"South East Midlands LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0234424717151271",0.0234424717151271
"South East Midlands LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0260261905012911",0.0260261905012911
"South East Midlands LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0314065897450853",0.0314065897450853
"South East Midlands LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0316852078873096",0.0316852078873096
"South East Midlands LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0337353869479526",0.0337353869479526
"South East Midlands LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0327485416997393",0.0327485416997393
"South East Midlands LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0316842260191172",0.0316842260191172
"Stoke-on-Trent and Staffordshire LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0122114333543843",0.0122114333543843
"Stoke-on-Trent and Staffordshire LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0184119145698469",0.0184119145698469
"Stoke-on-Trent and Staffordshire LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0265769078171849",0.0265769078171849
"Stoke-on-Trent and Staffordshire LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0260605127612132",0.0260605127612132
"Stoke-on-Trent and Staffordshire LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0304076440714267",0.0304076440714267
"Stoke-on-Trent and Staffordshire LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0294931136039296",0.0294931136039296
"Stoke-on-Trent and Staffordshire LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0329802040425837",0.0329802040425837
"Stoke-on-Trent and Staffordshire LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0360740541990219",0.0360740541990219
"Stoke-on-Trent and Staffordshire LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0351661849730132",0.0351661849730132
"Swindon and Wiltshire LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0143139582476455",0.0143139582476455
"Swindon and Wiltshire LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0173763437965937",0.0173763437965937
"Swindon and Wiltshire LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0226515202091413",0.0226515202091413
"Swindon and Wiltshire LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0247461563689231",0.0247461563689231
"Swindon and Wiltshire LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0321684244663736",0.0321684244663736
"Swindon and Wiltshire LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.031884841475484",0.031884841475484
"Swindon and Wiltshire LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0337856748444787",0.0337856748444787
"Swindon and Wiltshire LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0376664293886257",0.0376664293886257
"Swindon and Wiltshire LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0360240157189888",0.0360240157189888
"Tees Valley LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0160123139479988",0.0160123139479988
"Tees Valley LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0187159179061864",0.0187159179061864
"Tees Valley LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0230246210292206",0.0230246210292206
