"subgroup","metric","breakdown","geogConcat","chartPeriod","value","timePeriod","latest","valueText"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,33.227284800073,2035-01-01,1,"33.227284800073036"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,4.85549309008574,2035-01-01,1,"4.8554930900857372"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,9.27086867548029,2035-01-01,1,"9.2708686754802869"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,14.2521125982243,2035-01-01,1,"14.252112598224272"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,0.399195715762225,2035-01-01,1,"0.39919571576222523"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,27.0711015863218,2035-01-01,1,"27.071101586321781"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,-2.27336701494753,2035-01-01,1,"-2.2733670149475333"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,-0.887264847180379,2035-01-01,1,"-0.88726484718037923"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,4.95185642405458,2035-01-01,1,"4.9518564240545828"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,10.5301626780112,2035-01-01,1,"10.53016267801118"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,-10.9752385097887,2035-01-01,1,"-10.97523850978866"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,1.04171098620413,2035-01-01,1,"1.0417109862041318"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,-5.38189153385367,2035-01-01,1,"-5.3818915338536684"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,-4.46473724390486,2035-01-01,1,"-4.4647372439048567"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,1.6595993602001,2035-01-01,1,"1.6595993602001045"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,17.6832017843994,2035-01-01,1,"17.683201784399401"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,-3.18864916987789,2035-01-01,1,"-3.1886491698778912"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,-0.324157464421204,2035-01-01,1,"-0.32415746442120441"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,-3.59462100257923,2035-01-01,1,"-3.5946210025792311"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,9.22457647013617,2035-01-01,1,"9.2245764701361708"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,-2.31518284254606,2035-01-01,1,"-2.315182842546065"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,1.30961898732419,2035-01-01,1,"1.3096189873241855"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,21.9050657001628,2035-01-01,1,"21.905065700162822"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","Greater Manchester MCA",2035,-18.4083227557627,2035-01-01,1,"-18.40832275576274"
"All occupations","wfReplacement","Total","Greater Manchester MCA",2035,111.417000000001,2035-01-01,1,"111.41700000000105"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LEP",2035,-0.754042289563841,2035-01-01,1,"-0.75404228956384145"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LEP",2035,3.03838719728977,2035-01-01,1,"3.0383871972897651"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LEP",2035,0.838658377893459,2035-01-01,1,"0.83865837789345932"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LEP",2035,6.59107784759145,2035-01-01,1,"6.5910778475914498"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LEP",2035,2.43485443285255,2035-01-01,1,"2.4348544328525534"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LEP",2035,-3.89306150456859,2035-01-01,1,"-3.8930615045685926"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LEP",2035,14.0037593411822,2035-01-01,1,"14.003759341182175"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LEP",2035,36.9731449178811,2035-01-01,1,"36.973144917881143"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LEP",2035,5.75122167944178,2035-01-01,1,"5.7512216794417839"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,1.02989287556687,2035-01-01,1,"1.0298928755668655"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,4.72132880387492,2035-01-01,1,"4.7213288038749184"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,23.1305416201126,2035-01-01,1,"23.130541620112595"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,2.25133736485433,2035-01-01,1,"2.2513373648543329"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,1.46920627295595,2035-01-01,1,"1.4692062729559474"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,10.1220596599583,2035-01-01,1,"10.122059659958275"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,0.918028536528364,2035-01-01,1,"0.91802853652836447"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,9.20465915926479,2035-01-01,1,"9.2046591592647893"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,-0.0538611994964908,2035-01-01,1,"-5.3861199496490819E-2"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,-0.764615853313654,2035-01-01,1,"-0.76461585331365356"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,4.69954869819917,2035-01-01,1,"4.6995486981991732"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,1.53308710253212,2035-01-01,1,"1.5330871025321215"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,-5.42614860710072,2035-01-01,1,"-5.426148607100723"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,1.18180808148838,2035-01-01,1,"1.1818080814883807"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,0.335666803294288,2035-01-01,1,"0.33566680329428777"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,-0.966746712073277,2035-01-01,1,"-0.96674671207327734"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,1.88412626014317,2035-01-01,1,"1.8841262601431747"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,7.15818755914853,2035-01-01,1,"7.15818755914853"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,-0.403761103265964,2035-01-01,1,"-0.40376110326596404"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,-0.163348608291106,2035-01-01,1,"-0.1633486082911062"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,-2.39034965262028,2035-01-01,1,"-2.3903496526202801"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,3.22900803051374,2035-01-01,1,"3.2290080305137376"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,1.47202814180021,2035-01-01,1,"1.4720281418002106"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,1.56635905548955,2035-01-01,1,"1.5663590554895528"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,11.9167763838266,2035-01-01,1,"11.916776383826646"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LEP",2035,-12.6708186733905,2035-01-01,1,"-12.670818673390478"
"All occupations","wfReplacement","Total","Hertfordshire LEP",2035,64.9839999999999,2035-01-01,1,"64.983999999999924"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LSIP",2035,-0.754042289563841,2035-01-01,1,"-0.75404228956384145"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LSIP",2035,3.03838719728977,2035-01-01,1,"3.0383871972897651"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LSIP",2035,0.838658377893459,2035-01-01,1,"0.83865837789345932"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LSIP",2035,6.59107784759145,2035-01-01,1,"6.5910778475914498"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LSIP",2035,2.43485443285255,2035-01-01,1,"2.4348544328525534"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LSIP",2035,-3.89306150456859,2035-01-01,1,"-3.8930615045685926"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LSIP",2035,14.0037593411822,2035-01-01,1,"14.003759341182175"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LSIP",2035,36.9731449178811,2035-01-01,1,"36.973144917881143"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","Hertfordshire LSIP",2035,5.75122167944178,2035-01-01,1,"5.7512216794417839"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,1.02989287556687,2035-01-01,1,"1.0298928755668655"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,4.72132880387492,2035-01-01,1,"4.7213288038749184"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,23.1305416201126,2035-01-01,1,"23.130541620112595"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,2.25133736485433,2035-01-01,1,"2.2513373648543329"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,1.46920627295595,2035-01-01,1,"1.4692062729559474"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,10.1220596599583,2035-01-01,1,"10.122059659958275"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,0.918028536528364,2035-01-01,1,"0.91802853652836447"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,9.20465915926479,2035-01-01,1,"9.2046591592647893"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,-0.0538611994964908,2035-01-01,1,"-5.3861199496490819E-2"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,-0.764615853313654,2035-01-01,1,"-0.76461585331365356"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,4.69954869819917,2035-01-01,1,"4.6995486981991732"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,1.53308710253212,2035-01-01,1,"1.5330871025321215"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,-5.42614860710072,2035-01-01,1,"-5.426148607100723"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,1.18180808148838,2035-01-01,1,"1.1818080814883807"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,0.335666803294288,2035-01-01,1,"0.33566680329428777"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,-0.966746712073277,2035-01-01,1,"-0.96674671207327734"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,1.88412626014317,2035-01-01,1,"1.8841262601431747"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Hertfordshire LSIP",2035,7.15818755914853,2035-01-01,1,"7.15818755914853"
